,team_id,in_degree,out_degree,avg_total_degree,med_in_degree,med_out_degree,clustering_coef,avg_clustering_coef,betweenness,avg_betweenness,pagerank,avg_pagerank,max_clique,max_cliques,league,top_half,team_name,league_position
61,2446,[ 0.  0.  0.  1.  2.  3.  2.  4.  4.  1.  7.  8.  3.  7.  3.  5. 29.  4.],[ 0.  1.  0.  2.  2.  3.  4.  4.  5.  2. 10.  8.  7. 10.  5.  6.  9.  5.],9.222222222,3,4.5,"{0: 0, 1: 0, 2: 0, 3: 0.0, 4: 0.0625, 5: 0.125, 6: 0.0, 7: 0.0, 8: 0.053671256574801256, 9: 0.0625, 10: 0.03109072036711436, 11: 0.050773256767413455, 12: 0.02404786852098781, 13: 0.015076085689818452, 14: 0.04117125657480125, 15: 0.05041752399675013, 16: 0.06924169031083213, 17: 0.035857989903244125}",0.034519314,"{0: 0.003676470588235294, 1: 0.058823529411764705, 2: 0.003676470588235294, 3: 0.1323529411764706, 4: 0.16544117647058823, 5: 0.22794117647058823, 6: 0.22794117647058823, 7: 0.4411764705882353, 8: 0.35110294117647056, 9: 0.11397058823529412, 10: 0.17830882352941177, 11: 0.4375, 12: 0.19301470588235295, 13: 0.31985294117647056, 14: 0.29411764705882354, 15: 0.12867647058823528, 16: 0.22058823529411764, 17: 0.11029411764705882}",0.200469771,"{0: 0.05070048841088424, 1: 0.052158346291992695, 2: 0.05070048841088424, 3: 0.05523935094650569, 4: 0.058369859076669736, 5: 0.05713794967729641, 6: 0.056743808198314656, 7: 0.0591060198777733, 8: 0.05648130282144969, 9: 0.05369255915323086, 10: 0.05784169399661597, 11: 0.058247817052521286, 12: 0.06214957905431066, 13: 0.05614408487736845, 14: 0.056652978118654246, 15: 0.05275489329198701, 16: 0.054213235049859226, 17: 0.05166554569368165}",0.056312694,2,"[[4, 3], [4, 5], [6, 7], [8, 5], [9, 12], [10, 11], [13, 16], [13, 14], [16, 17]]",2,1,Bayer Leverkusen,5
68,2447,[ 0.  0.  0.  0.  0.  0.  1.  1.  1.  5.  6.  5.  4.  6.  4.  6. 28.  4.],[ 0.  0.  0.  0.  0.  0.  2.  1.  1.  6.  9.  6.  6. 13.  7.  9.  5.  6.],7.888888889,2.5,3.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.12018746419228402, 7: 0, 8: 0, 9: 0.059859600148766935, 10: 0.0441836715219, 11: 0.0942437085542989, 12: 0.0370216211552216, 13: 0.02327154989912684, 14: 0.061582955738016205, 15: 0.04058168178192064, 16: 0.2409624476475164, 17: 0.02843915467625981}",0.041685214,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.003676470588235294, 4: 0.003676470588235294, 5: 0.003676470588235294, 6: 0.07720588235294118, 7: 0.10661764705882353, 8: 0.11397058823529412, 9: 0.17647058823529413, 10: 0.22794117647058823, 11: 0.17647058823529413, 12: 0.13602941176470587, 13: 0.14154411764705882, 14: 0.10661764705882353, 15: 0.08823529411764706, 16: 0.04411764705882353, 17: 0.04595588235294118}",0.08129085,"{0: 0.05128205932340352, 1: 0.05128205932340352, 2: 0.05128205932340352, 3: 0.05128205932340352, 4: 0.05128205932340352, 5: 0.05128205932340352, 6: 0.05357818410959117, 7: 0.05712428958448023, 8: 0.05257990318728477, 9: 0.06501177575305181, 10: 0.0677849363613003, 11: 0.05840319005836203, 12: 0.05759880881415376, 13: 0.061444486395285665, 14: 0.05772450293667601, 15: 0.056209613786123186, 16: 0.05232016588088664, 17: 0.05252778719238327}",0.053079044,2,"[[9, 12], [10, 11], [10, 13], [10, 6], [12, 15], [14, 11]]",2,1,Borussia Dortmund,4
65,2449,[ 0.  0.  0.  0.  0.  1.  0.  1.  1.  0.  0.  0.  0.  2.  0.  0. 12.  1.],[0. 0. 0. 0. 0. 1. 0. 1. 2. 0. 0. 1. 0. 3. 1. 2. 3. 4.],2,0,0.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0.0, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.19930005844267773, 14: 0, 15: 0.0, 16: 0.7479642283793413, 17: 0.085557883973664}",0.057379009,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.003676470588235294, 4: 0.003676470588235294, 5: 0.029411764705882353, 6: 0.003676470588235294, 7: 0.03676470588235294, 8: 0.04411764705882353, 9: 0.003676470588235294, 10: 0.003676470588235294, 11: 0.007352941176470588, 12: 0.003676470588235294, 13: 0.029411764705882353, 14: 0.007352941176470588, 15: 0.007352941176470588, 16: 0.03308823529411765, 17: 0.007352941176470588}",0.013071895,"{0: 0.051479502426312905, 1: 0.051479502426312905, 2: 0.051479502426312905, 3: 0.051479502426312905, 4: 0.051479502426312905, 5: 0.06406327330241116, 6: 0.051479502426312905, 7: 0.06496141103301235, 8: 0.06959731659640696, 9: 0.051479502426312905, 10: 0.051479502426312905, 11: 0.052352819612589856, 12: 0.051479502426312905, 13: 0.05893435846223335, 14: 0.052352819612589856, 15: 0.05322613679886681, 16: 0.054099453985143764, 17: 0.0670968887599297}",0.051916161,1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9], [10], [11], [12], [13], [14], [15], [16], [17]]",2,1,Schalke 04,2
66,2450,[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  2.  1.  1. 10.  2.],[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 3. 4. 1. 2. 3. 3.],1.888888889,0,0,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0, 12: 0.16666666666666666, 13: 0.1388888888888889, 14: 0, 15: 0.20998684164914552, 16: 0.6207737569845266, 17: 0.08012497612818935}",0.067580063,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.003676470588235294, 4: 0.003676470588235294, 5: 0.003676470588235294, 6: 0.003676470588235294, 7: 0.003676470588235294, 8: 0.003676470588235294, 9: 0.003676470588235294, 10: 0.01838235294117647, 11: 0.003676470588235294, 12: 0.011029411764705883, 13: 0.029411764705882353, 14: 0.01838235294117647, 15: 0.011029411764705883, 16: 0.025735294117647058, 17: 0.022058823529411766}",0.009803922,"{0: 0.051239377314715624, 1: 0.051239377314715624, 2: 0.051239377314715624, 3: 0.051239377314715624, 4: 0.051239377314715624, 5: 0.051239377314715624, 6: 0.051239377314715624, 7: 0.051239377314715624, 8: 0.051239377314715624, 9: 0.051239377314715624, 10: 0.059244028513651376, 11: 0.051239377314715624, 12: 0.07982895533348501, 13: 0.07770967903425556, 14: 0.05686502246774392, 15: 0.05348963537592695, 16: 0.05461476440653261, 17: 0.05461476440653261}",0.051239377,1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9], [10], [11], [12], [13], [14], [15], [16], [17]]",2,0,Hamburger SV,17
72,2451,[ 0.  0.  0.  0.  1.  0.  2.  2.  0.  0.  2.  4.  1.  8.  5.  0. 11.  1.],[0. 0. 0. 0. 2. 0. 2. 3. 0. 1. 2. 6. 2. 7. 6. 1. 2. 3.],4.111111111,1,2,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0.0, 5: 0, 6: 0.5, 7: 0.05555555555555555, 8: 0, 9: 0, 10: 0.0, 11: 0.12543155978910422, 12: 0.48074985676913606, 13: 0.14888925793478772, 14: 0.1584632991063502, 15: 0, 16: 1.9434042656313981, 17: 0.0}",0.189582989,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.003676470588235294, 4: 0.10294117647058823, 5: 0.003676470588235294, 6: 0.09191176470588236, 7: 0.13602941176470587, 8: 0.003676470588235294, 9: 0.04044117647058824, 10: 0.05514705882352941, 11: 0.10294117647058823, 12: 0.04411764705882353, 13: 0.08823529411764706, 14: 0.1323529411764706, 15: 0.007352941176470588, 16: 0.04411764705882353, 17: 0.09191176470588236}",0.053308824,"{0: 0.048899320175922294, 1: 0.048899320175922294, 2: 0.048899320175922294, 3: 0.048899320175922294, 4: 0.0646189328438588, 5: 0.048899320175922294, 6: 0.06860029921551913, 7: 0.06330802869621636, 8: 0.048899320175922294, 9: 0.055203643459100275, 10: 0.051483582545467726, 11: 0.06973623172901769, 12: 0.051483582545467726, 13: 0.06690569687021686, 14: 0.06152247432733174, 15: 0.04981793753095676, 16: 0.050736554885991214, 17: 0.053187114295321754}",0.051483583,2,"[[11, 14], [12, 13]]",2,0,Wolfsburg,16
69,2453,[0. 0. 0. 0. 0. 0. 2. 2. 0. 1. 4. 1. 0. 3. 1. 0. 6. 3.],[0. 0. 0. 0. 0. 0. 2. 2. 1. 2. 6. 1. 0. 4. 1. 0. 1. 3.],2.555555556,0.5,1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0.75, 7: 0.0, 8: 0, 9: 0.0, 10: 0.16732806999299152, 11: 0, 12: 0, 13: 0.0, 14: 0, 15: 0, 16: 0, 17: 0.3822834209973499}",0.072200638,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.003676470588235294, 4: 0.003676470588235294, 5: 0.003676470588235294, 6: 0.04411764705882353, 7: 0.0625, 8: 0.03676470588235294, 9: 0.058823529411764705, 10: 0.08823529411764706, 11: 0.029411764705882353, 12: 0.003676470588235294, 13: 0.09191176470588236, 14: 0.04044117647058824, 15: 0.003676470588235294, 16: 0.03676470588235294, 17: 0.04044117647058824}",0.031045752,"{0: 0.04598617530640161, 1: 0.04598617530640161, 2: 0.04598617530640161, 3: 0.04598617530640161, 4: 0.04598617530640161, 5: 0.04598617530640161, 6: 0.0634017240534367, 7: 0.07358987116521969, 8: 0.053102623306652864, 9: 0.06108735772130466, 10: 0.09568626715619769, 11: 0.048385176407132, 12: 0.04598617530640161, 13: 0.08052156760697927, 14: 0.051576415761635706, 15: 0.04598617530640161, 16: 0.048385176407132, 17: 0.05637441796309648}",0.048385176,1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9], [10], [11], [12], [13], [14], [15], [16], [17]]",2,0,Freiburg,15
64,2454,[ 0.  0.  0.  4.  4.  0.  3.  3.  0.  4.  4.  0.  1.  7.  3.  3. 18.  3.],[ 0.  0.  0.  5.  5.  0.  3.  3.  1.  4.  5.  0.  2. 10.  6.  2.  6.  5.],6.333333333,3,3,"{0: 0, 1: 0, 2: 0, 3: 0.06483135958070517, 4: 0.08366403499649576, 5: 0, 6: 0.0, 7: 0.12555116943860406, 8: 0, 9: 0.1111111111111111, 10: 0.07533070166316244, 11: 0, 12: 0.12018746419228402, 13: 0.036901584090222414, 14: 0.0668553055714099, 15: 0.16666666666666666, 16: 0.12191521663310957, 17: 0.059536834920914085}",0.057363969,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.07169117647058823, 4: 0.0625, 5: 0.003676470588235294, 6: 0.10110294117647059, 7: 0.10110294117647059, 8: 0.04779411764705882, 9: 0.13970588235294118, 10: 0.10294117647058823, 11: 0.003676470588235294, 12: 0.06985294117647059, 13: 0.17830882352941177, 14: 0.04779411764705882, 15: 0.04779411764705882, 16: 0.04779411764705882, 17: 0.04779411764705882}",0.060253268,"{0: 0.050759733893757236, 1: 0.050759733893757236, 2: 0.050759733893757236, 3: 0.06061005839903309, 4: 0.06163287928890243, 5: 0.050759733893757236, 6: 0.056315821050825124, 7: 0.05681481792827662, 8: 0.05311852233514417, 9: 0.057739878428035414, 10: 0.05721498851557324, 11: 0.050759733893757236, 12: 0.05382047973237282, 13: 0.07097292454451569, 14: 0.0588414216701737, 15: 0.05149263160572866, 16: 0.05295842702967152, 17: 0.0546684800029613}",0.05424448,2,"[[4, 7], [12, 13], [14, 17]]",2,1,Borussia M'gladbach,9
67,2455,[ 0.  0.  0.  0.  0.  0.  3.  2.  0.  4.  1.  0.  1.  6.  3.  2. 12.  0.],[0. 0. 0. 0. 2. 0. 3. 2. 0. 6. 5. 0. 2. 5. 4. 3. 2. 0.],3.777777778,0.5,2,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0.0, 5: 0, 6: 0.26842706542947536, 7: 0.375, 8: 0, 9: 0.08140831901024695, 10: 0.0, 11: 0, 12: 0.0, 13: 0.16483470110068155, 14: 0.07473752191600415, 15: 0.1358070901308145, 16: 1.6111871993765163, 17: 0}",0.150633439,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.003676470588235294, 4: 0.03676470588235294, 5: 0.003676470588235294, 6: 0.07904411764705882, 7: 0.051470588235294115, 8: 0.003676470588235294, 9: 0.06985294117647059, 10: 0.042279411764705885, 11: 0.003676470588235294, 12: 0.04411764705882353, 13: 0.08823529411764706, 14: 0.0625, 15: 0.04779411764705882, 16: 0.07720588235294118, 17: 0.003676470588235294}",0.034926471,"{0: 0.04645985245207012, 1: 0.04645985245207012, 2: 0.04645985245207012, 3: 0.04645985245207012, 4: 0.05837168960654191, 5: 0.04645985245207012, 6: 0.0655445813772126, 7: 0.06158042713313752, 8: 0.04645985245207012, 9: 0.10993232183837376, 10: 0.06179030758999607, 11: 0.04645985245207012, 12: 0.05487089352657428, 13: 0.06406675254611048, 14: 0.05131852812711363, 15: 0.05010385920835275, 16: 0.05074181943002587, 17: 0.04645985245207012}",0.050422839,2,"[[6, 9], [13, 16]]",2,0,Hannover 96,13
63,2457,[ 0.  0.  0.  0.  0.  0.  1.  3.  1.  3.  4.  2.  4.  6.  4.  1. 19.  2.],[ 0.  0.  0.  1.  0.  1.  1.  4.  1.  4.  4.  3.  4. 10.  5.  3.  5.  4.],5.555555556,1.5,3,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.096329385828077, 8: 0, 9: 0.15, 10: 0.16666666666666666, 11: 0.07533070166316244, 12: 0.19440737824492021, 13: 0.048255093684000105, 14: 0.075874010519682, 15: 0.07533070166316244, 16: 0.23172060163429223, 17: 0.06845405252929909}",0.065687144,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.04411764705882353, 4: 0.003676470588235294, 5: 0.04044117647058824, 6: 0.08088235294117647, 7: 0.07352941176470588, 8: 0.11029411764705882, 9: 0.10661764705882353, 10: 0.10661764705882353, 11: 0.11029411764705882, 12: 0.10294117647058823, 13: 0.14338235294117646, 14: 0.17279411764705882, 15: 0.058823529411764705, 16: 0.051470588235294115, 17: 0.051470588235294115}",0.070465686,"{0: 0.05026201423256882, 1: 0.05026201423256882, 2: 0.05026201423256882, 3: 0.0582325000826414, 4: 0.05026201423256882, 5: 0.05305764211035871, 6: 0.05752290999098907, 7: 0.060528648692077275, 8: 0.05240177639778711, 9: 0.056797665580756156, 10: 0.05923867234492238, 11: 0.056593587910171106, 12: 0.061622546380498036, 13: 0.06408016179268841, 14: 0.06177053553137212, 15: 0.053157494734243436, 16: 0.05216411037483648, 17: 0.051783691146382954}",0.054875541,2,"[[10, 9], [10, 11], [12, 13], [12, 15], [14, 11]]",2,0,Hertha BSC,10
77,2460,[ 0.  1.  0.  5.  1.  0.  3.  3.  0.  1.  1.  0.  0.  3.  4.  2. 14.  3.],[0. 1. 0. 5. 1. 1. 3. 5. 0. 2. 1. 1. 0. 3. 6. 3. 5. 4.],4.555555556,1,1.5,"{0: 0, 1: 0, 2: 0, 3: 0.12309152627328841, 4: 0, 5: 0, 6: 0.24363842091096136, 7: 0.08799605249474368, 8: 0, 9: 0.125, 10: 0, 11: 0, 12: 0, 13: 0.2128017979899144, 14: 0.08583004374561971, 15: 0.10499342082457276, 16: 0.2651382219517083, 17: 0.17373862471232188}",0.079012673,"{0: 0.003676470588235294, 1: 0.058823529411764705, 2: 0.003676470588235294, 3: 0.1948529411764706, 4: 0.08823529411764706, 5: 0.04779411764705882, 6: 0.15808823529411764, 7: 0.14338235294117646, 8: 0.003676470588235294, 9: 0.07720588235294118, 10: 0.051470588235294115, 11: 0.022058823529411766, 12: 0.003676470588235294, 13: 0.09558823529411764, 14: 0.09191176470588236, 15: 0.06985294117647059, 16: 0.09558823529411764, 17: 0.0625}",0.070669935,"{0: 0.04911254970894618, 1: 0.051680750141638934, 2: 0.04911254970894618, 3: 0.07685622543782678, 4: 0.051680750141638934, 5: 0.057747489867961944, 6: 0.058500637649379954, 7: 0.06395151719833746, 8: 0.04911254970894618, 9: 0.05999617843245564, 10: 0.04976804485362756, 11: 0.05169351720378875, 12: 0.04911254970894618, 13: 0.05725960921773551, 14: 0.06178718551684162, 15: 0.0536126195434726, 16: 0.05492360983283536, 17: 0.0540916661266742}",0.053852143,2,"[[3, 1], [3, 6], [3, 9], [13, 16], [13, 15]]",2,0,Mainz 05,14
76,2462,[ 0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  1.  1.  1.  6.  6.  3. 22.  5.],[0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 4. 1. 4. 8. 9. 4. 6. 5.],5.222222222,1,1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.0, 11: 0, 12: 0.031387792359651015, 13: 0.05077919168267549, 14: 0.03391558207585052, 15: 0.0570450437744159, 16: 0.14401315869353404, 17: 0.0431719140910448}",0.020017371,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.003676470588235294, 4: 0.011029411764705883, 5: 0.03308823529411765, 6: 0.011029411764705883, 7: 0.058823529411764705, 8: 0.07720588235294118, 9: 0.03308823529411765, 10: 0.058823529411764705, 11: 0.06985294117647059, 12: 0.029411764705882353, 13: 0.08088235294117647, 14: 0.11029411764705882, 15: 0.04779411764705882, 16: 0.051470588235294115, 17: 0.0625}",0.041666667,"{0: 0.05198590530078461, 1: 0.05198590530078461, 2: 0.05198590530078461, 3: 0.05198590530078461, 4: 0.053194530646614, 5: 0.05855540758369438, 6: 0.0539898582808942, 7: 0.05801574963099711, 8: 0.053249518239762435, 9: 0.0588963823294152, 10: 0.06102507221849954, 11: 0.05309020771644925, 12: 0.05647457195394916, 13: 0.05851152382495562, 14: 0.06695420784339139, 15: 0.05309034066768737, 16: 0.05364255835113875, 17: 0.05336644950941306}",0.053504504,1,"[[0], [1], [2], [3], [4], [5], [6], [7], [8], [9], [10], [11], [12], [13], [14], [15], [16], [17]]",2,1,Eintracht Frankfurt,8
71,2463,[ 0.  0.  0.  0.  0.  0.  1.  2.  0.  1.  2.  0.  6.  6.  4.  0. 14.  1.],[0. 0. 0. 1. 0. 0. 1. 2. 0. 2. 4. 0. 9. 7. 6. 1. 3. 1.],4.111111111,0.5,1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.0, 8: 0, 9: 0.1, 10: 0.06412203503105121, 11: 0, 12: 0.04195947246415609, 13: 0.07885488713985353, 14: 0.014362897933545893, 15: 0, 16: 0.4380277665759896, 17: 0}",0.040962614,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.03676470588235294, 4: 0.003676470588235294, 5: 0.003676470588235294, 6: 0.13602941176470587, 7: 0.15441176470588236, 8: 0.003676470588235294, 9: 0.07904411764705882, 10: 0.08272058823529412, 11: 0.003676470588235294, 12: 0.18382352941176472, 13: 0.15073529411764705, 14: 0.13970588235294118, 15: 0.03676470588235294, 16: 0.04044117647058824, 17: 0.0661764705882353}",0.062908497,"{0: 0.046718998115654164, 1: 0.046718998115654164, 2: 0.046718998115654164, 3: 0.055871863566739136, 4: 0.046718998115654164, 5: 0.046718998115654164, 6: 0.050601966402819304, 7: 0.06519826511791657, 8: 0.046718998115654164, 9: 0.0594556013041045, 10: 0.06273281410699394, 11: 0.046718998115654164, 12: 0.08297915424400358, 13: 0.08396803616850079, 14: 0.06085666643509596, 15: 0.050601966402819304, 16: 0.04970987983666826, 17: 0.05099079960475931}",0.050601966,2,"[[7, 14], [10, 13]]",2,0,K\u00f6ln,18
73,2481,[ 0.  1.  0.  0.  0.  0.  2.  0.  0.  2.  0.  1.  6.  2.  1.  3. 13.  1.],[0. 1. 0. 0. 3. 0. 2. 0. 0. 2. 2. 1. 6. 3. 2. 6. 2. 2.],3.555555556,1,2,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0.0, 5: 0, 6: 0.0, 7: 0, 8: 0, 9: 0.14422495703074084, 10: 0.0, 11: 0, 12: 0.07372284510890866, 13: 0.0, 14: 0.0, 15: 0.05089329123259709, 16: 1.2203873598430135, 17: 0.0}",0.082734914,"{0: 0.003676470588235294, 1: 0.025735294117647058, 2: 0.003676470588235294, 3: 0.003676470588235294, 4: 0.025735294117647058, 5: 0.003676470588235294, 6: 0.04411764705882353, 7: 0.003676470588235294, 8: 0.003676470588235294, 9: 0.05698529411764706, 10: 0.03308823529411765, 11: 0.03860294117647059, 12: 0.04963235294117647, 13: 0.05698529411764706, 14: 0.04044117647058824, 15: 0.04411764705882353, 16: 0.04411764705882353, 17: 0.025735294117647058}",0.028186275,"{0: 0.04570281017884155, 1: 0.05404673688164842, 2: 0.04570281017884155, 3: 0.04570281017884155, 4: 0.07375474247257315, 5: 0.04570281017884155, 6: 0.055115926150833605, 7: 0.04570281017884155, 8: 0.04570281017884155, 9: 0.05480368607274649, 10: 0.0662868019451663, 11: 0.05693675559340123, 12: 0.0662640687274719, 13: 0.07421054725284598, 14: 0.07145049460753819, 15: 0.05704199301453863, 16: 0.04793569310409339, 17: 0.04793569310409339}",0.054425211,2,"[[9, 12], [13, 14]]",2,0,Augsburg,12
62,2482,[ 0.  0.  0.  0.  0.  0.  0.  4.  2.  0.  4.  0.  3. 10.  3.  4. 22.  2.],[ 0.  0.  0.  1.  0.  0.  1.  8.  2.  1.  4.  0.  9. 12.  4.  6.  5.  1.],6,1,1,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.032911984423619936, 8: 0.10499342082457276, 9: 0, 10: 0.09575225327165489, 11: 0, 12: 0.03873791717619116, 13: 0.04291698803329322, 14: 0.126899313707913, 15: 0.0420072078446343, 16: 0.22227314495724868, 17: 0}",0.039249568,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.029411764705882353, 4: 0.003676470588235294, 5: 0.003676470588235294, 6: 0.03676470588235294, 7: 0.0661764705882353, 8: 0.03676470588235294, 9: 0.029411764705882353, 10: 0.09558823529411764, 11: 0.003676470588235294, 12: 0.07352941176470588, 13: 0.15073529411764705, 14: 0.04411764705882353, 15: 0.058823529411764705, 16: 0.08088235294117647, 17: 0.04779411764705882}",0.042892157,"{0: 0.04826879300255607, 1: 0.04826879300255607, 2: 0.04826879300255607, 3: 0.049930817590963995, 4: 0.04826879300255607, 5: 0.04826879300255607, 6: 0.053219212489792056, 7: 0.08388256391496446, 8: 0.05223377405009826, 9: 0.05162792610115054, 10: 0.05691757314337016, 11: 0.04826879300255607, 12: 0.06907786010260905, 13: 0.07040367355725796, 14: 0.05996823741560328, 15: 0.057789912368901665, 16: 0.056461050298448244, 17: 0.048874640951503796}",0.05193085,2,"[[10, 13], [12, 13], [12, 15], [16, 17]]",2,1,Hoffenheim,3
70,2975,[ 0.  2.  0.  0.  1.  0.  0.  1.  1.  1.  5.  0.  3. 11.  5.  3. 29.  6.],[ 1.  0.  1.  1.  1.  0.  0.  3.  1.  4.  7.  2.  5. 13.  9.  6.  7.  7.],7.555555556,1,2.5,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0, 5: 0, 6: 0, 7: 0.0, 8: 0, 9: 0.04190288214035413, 10: 0.023944504080202357, 11: 0.0, 12: 0.04197735383624902, 13: 0.031216014004772464, 14: 0.03216517430860524, 15: 0.03508173429358486, 16: 0.12146723939607658, 17: 0.05735848284040173}",0.021395188,"{0: 0.007352941176470588, 1: 0.011029411764705883, 2: 0.007352941176470588, 3: 0.014705882352941176, 4: 0.022058823529411766, 5: 0.003676470588235294, 6: 0.003676470588235294, 7: 0.04779411764705882, 8: 0.022058823529411766, 9: 0.051470588235294115, 10: 0.10110294117647059, 11: 0.03676470588235294, 12: 0.07169117647058823, 13: 0.11213235294117647, 14: 0.04044117647058824, 15: 0.06066176470588235, 16: 0.04779411764705882, 17: 0.03676470588235294}",0.03880719,"{0: 0.05450212061607197, 1: 0.05207076939841314, 2: 0.05450212061607197, 3: 0.057389093344225275, 4: 0.056949492899481556, 5: 0.05207076939841314, 6: 0.05207076939841314, 7: 0.05554872228914286, 8: 0.05224231594653635, 9: 0.0546842671424873, 10: 0.06207105791933016, 11: 0.05778001455751561, 12: 0.05489790662039781, 13: 0.061459732521098584, 14: 0.05837490770083046, 15: 0.05617475625919974, 16: 0.05327159523527558, 17: 0.053939588137095346}",0.054791087,2,"[[13, 10], [13, 12]]",2,1,RB Leipzig,6
80,3157,[ 0.  0.  0.  0.  1.  0.  3.  8.  1.  3.  6.  5.  3.  7.  5.  0. 16.  4.],[ 0.  0.  0.  0.  3.  0.  3. 11.  1.  5.  7.  6.  3.  6.  7.  0.  3.  7.],6.888888889,3,3,"{0: 0, 1: 0, 2: 0, 3: 0, 4: 0.08333333333333333, 5: 0, 6: 0.13359084958045583, 7: 0.036982796956883626, 8: 0, 9: 0.04993268913973782, 10: 0.056994429420597896, 11: 0.07938650928983601, 12: 0.16666666666666666, 13: 0.10634338042733313, 14: 0.07350689992331909, 15: 0, 16: 0.5277370604732877, 17: 0.021122666723853878}",0.074199849,"{0: 0.003676470588235294, 1: 0.003676470588235294, 2: 0.003676470588235294, 3: 0.003676470588235294, 4: 0.04411764705882353, 5: 0.003676470588235294, 6: 0.08302696078431374, 7: 0.18045343137254902, 8: 0.08088235294117647, 9: 0.19209558823529413, 10: 0.12346813725490197, 11: 0.20955882352941177, 12: 0.1875, 13: 0.1332720588235294, 14: 0.19944852941176472, 15: 0.003676470588235294, 16: 0.09191176470588236, 17: 0.08823529411764706}",0.090890523,"{0: 0.05023745030354789, 1: 0.05023745030354789, 2: 0.05023745030354789, 3: 0.05023745030354789, 4: 0.06126497662557959, 5: 0.05023745030354789, 6: 0.054496181329945735, 7: 0.07570219319188691, 8: 0.051534130453521336, 9: 0.056891275908343544, 10: 0.05849722678217238, 11: 0.06076590472130572, 12: 0.05650161499821064, 13: 0.05541234463532177, 14: 0.06070837825025207, 15: 0.05023745030354789, 16: 0.05221660263357889, 17: 0.05458446864859412}",0.054540325,2,"[[7, 8], [7, 9], [7, 6], [11, 14], [13, 16], [13, 14], [14, 17]]",3,1,Milan,6
